Lake;Experiment;Sampling;Exp_day;Sampling_day;Sampling_month;Enclosure;Treatment;Replicate;Zooplankton_group;Taxa;Biomass
Sva;1;3;9;14;6;5;S;2;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;5;S;2;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;5;S;2;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;5;S;2;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;5;S;2;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;5;S;2;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;5;S;2;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;5;S;2;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;5;S;2;Diptera;Chaoborus;0
Sva;1;3;9;14;6;5;S;2;Cladocerans;Sida;0
Sva;1;3;9;14;6;5;S;2;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Kellicottia;0.12308679
Sva;1;3;9;14;6;5;S;2;Rotifers;Keratella;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Monostyla;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;5;S;2;Rotifers;Filinia;0
Sva;1;3;9;14;6;6;FS;2;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;6;FS;2;Copepods;Copepodite;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Ceriodaphnia;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;6;FS;2;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;6;FS;2;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;6;FS;2;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;6;FS;2;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;6;FS;2;Diptera;Chaoborus;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Sida;0
Sva;1;3;9;14;6;6;FS;2;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;6;FS;2;Rotifers;Polyarthra;0.04917248
Sva;1;3;9;14;6;6;FS;2;Rotifers;Kellicottia;0.04102893
Sva;1;3;9;14;6;6;FS;2;Rotifers;Keratella;0
Sva;1;3;9;14;6;6;FS;2;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;6;FS;2;Rotifers;Monostyla;0
Sva;1;3;9;14;6;6;FS;2;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;6;FS;2;Rotifers;Filinia;0
Sva;1;3;9;14;6;7;C;2;Copepods;Nauplii;0.566196197900348
Sva;1;3;9;14;6;7;C;2;Copepods;Copepodite;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Ceriodaphnia;61.2485579134148
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Thermocyclops;189.293481909938
Sva;1;3;9;14;6;7;C;2;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;7;C;2;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;7;C;2;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;7;C;2;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;7;C;2;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;7;C;2;Diptera;Chaoborus;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Sida;0
Sva;1;3;9;14;6;7;C;2;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Kellicottia;0.04102893
Sva;1;3;9;14;6;7;C;2;Rotifers;Keratella;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Monostyla;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;7;C;2;Rotifers;Filinia;0.15925559
Sva;1;3;9;14;6;8;F;2;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;8;F;2;Copepods;Copepodite;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Ceriodaphnia;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;8;F;2;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Small cladoceran;1.75092844947852
Sva;1;3;9;14;6;8;F;2;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;8;F;2;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;8;F;2;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;8;F;2;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;8;F;2;Diptera;Chaoborus;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Sida;0
Sva;1;3;9;14;6;8;F;2;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Kellicottia;0.04102893
Sva;1;3;9;14;6;8;F;2;Rotifers;Keratella;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Monostyla;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;8;F;2;Rotifers;Filinia;0
Sva;1;3;9;14;6;9;FS;3;Copepods;Nauplii;0.566196197900348
Sva;1;3;9;14;6;9;FS;3;Copepods;Copepodite;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Ceriodaphnia;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;9;FS;3;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;9;FS;3;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;9;FS;3;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;9;FS;3;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;9;FS;3;Diptera;Chaoborus;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Sida;0
Sva;1;3;9;14;6;9;FS;3;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Kellicottia;0.04102893
Sva;1;3;9;14;6;9;FS;3;Rotifers;Keratella;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Monostyla;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;9;FS;3;Rotifers;Filinia;0
Sva;1;3;9;14;6;10;C;3;Copepods;Nauplii;0
Sva;1;3;9;14;6;10;C;3;Copepods;Copepodite;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Ceriodaphnia;12.3237686781095
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Thermocyclops;6.21609381692961
Sva;1;3;9;14;6;10;C;3;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;10;C;3;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;10;C;3;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;10;C;3;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;10;C;3;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;10;C;3;Diptera;Chaoborus;0.264852605306155
Sva;1;3;9;14;6;10;C;3;Cladocerans;Sida;0
Sva;1;3;9;14;6;10;C;3;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Kellicottia;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Keratella;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Monostyla;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;10;C;3;Rotifers;Filinia;0
Sva;1;3;9;14;6;11;F;3;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;11;F;3;Copepods;Copepodite;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Ceriodaphnia;62.8675246726718
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;11;F;3;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;11;F;3;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;11;F;3;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;11;F;3;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;11;F;3;Diptera;Chaoborus;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Sida;0
Sva;1;3;9;14;6;11;F;3;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Kellicottia;0.08205786
Sva;1;3;9;14;6;11;F;3;Rotifers;Keratella;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Monostyla;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;11;F;3;Rotifers;Filinia;0.15925559
Sva;1;3;9;14;6;12;S;3;Copepods;Nauplii;0.566196197900348
Sva;1;3;9;14;6;12;S;3;Copepods;Copepodite;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Ceriodaphnia;23.8378990864952
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;12;S;3;Calanoid copepods;Eudiaptomus;31.5482990068869
Sva;1;3;9;14;6;12;S;3;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Small cladoceran;1.05814935665047
Sva;1;3;9;14;6;12;S;3;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;12;S;3;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;12;S;3;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;12;S;3;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;12;S;3;Diptera;Chaoborus;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Sida;0
Sva;1;3;9;14;6;12;S;3;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Kellicottia;0.16411572
Sva;1;3;9;14;6;12;S;3;Rotifers;Keratella;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Monostyla;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;12;S;3;Rotifers;Filinia;0
Sva;1;3;9;14;6;13;F;4;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;13;F;4;Copepods;Copepodite;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Ceriodaphnia;9.80624463295529
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;13;F;4;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;13;F;4;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;13;F;4;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;13;F;4;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;13;F;4;Diptera;Chaoborus;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Sida;0
Sva;1;3;9;14;6;13;F;4;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Kellicottia;0.08205786
Sva;1;3;9;14;6;13;F;4;Rotifers;Keratella;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Monostyla;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;13;F;4;Rotifers;Filinia;0
Sva;1;3;9;14;6;14;S;4;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;14;S;4;Copepods;Copepodite;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Ceriodaphnia;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;14;S;4;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;14;S;4;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;14;S;4;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;14;S;4;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;14;S;4;Diptera;Chaoborus;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Sida;0
Sva;1;3;9;14;6;14;S;4;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Kellicottia;0.08205786
Sva;1;3;9;14;6;14;S;4;Rotifers;Keratella;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Monostyla;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;14;S;4;Rotifers;Filinia;0
Sva;1;3;9;14;6;15;FS;4;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;15;FS;4;Copepods;Copepodite;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Ceriodaphnia;31.5884335479703
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;15;FS;4;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Small cladoceran;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;15;FS;4;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;15;FS;4;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;15;FS;4;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;15;FS;4;Diptera;Chaoborus;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Sida;0
Sva;1;3;9;14;6;15;FS;4;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Kellicottia;0.12308679
Sva;1;3;9;14;6;15;FS;4;Rotifers;Keratella;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Monostyla;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;15;FS;4;Rotifers;Filinia;0.15925559
Sva;1;3;9;14;6;16;C;4;Copepods;Nauplii;1.1323923958007
Sva;1;3;9;14;6;16;C;4;Copepods;Copepodite;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Ceriodaphnia;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Daphnia;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;16;C;4;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Diaphanosoma;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Small cladoceran;1.75092844947852
Sva;1;3;9;14;6;16;C;4;Cladocerans;Bosmina;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Cyclopoid sp;0
Sva;1;3;9;14;6;16;C;4;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;16;C;4;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Polyphemus;0
Sva;1;3;9;14;6;16;C;4;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;16;C;4;Diptera;Chaoborus;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Sida;0
Sva;1;3;9;14;6;16;C;4;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Kellicottia;0.08205786
Sva;1;3;9;14;6;16;C;4;Rotifers;Keratella;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Monostyla;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;16;C;4;Rotifers;Filinia;0
Sva;1;3;9;14;6;21;Lake;Lake;Copepods;Nauplii;2.26478479160139
Sva;1;3;9;14;6;21;Lake;Lake;Copepods;Copepodite;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Ceriodaphnia;95.2553158513867
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Thermocyclops;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Daphnia;165.884741497348
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Mesocyclops;0
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Diacyclops;0
Sva;1;3;9;14;6;21;Lake;Lake;Calanoid copepods;Eudiaptomus;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Chydorus;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Diaphanosoma;830.066022329238
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Small cladoceran;53.2663995125535
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Bosmina;1453.98672771089
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Cyclops;0
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Cyclopoid sp;136.227692945311
Sva;1;3;9;14;6;21;Lake;Lake;Cyclopoid copepods;Microcyclops;0
Sva;1;3;9;14;6;21;Lake;Lake;Calanoid copepods;Calanoid sp;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Polyphemus;68.4187407685742
Sva;1;3;9;14;6;21;Lake;Lake;Calanoid copepods;Eurytemora;0
Sva;1;3;9;14;6;21;Lake;Lake;Diptera;Chaoborus;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Sida;0
Sva;1;3;9;14;6;21;Lake;Lake;Cladocerans;Cladoceran sp;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Polyarthra;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Kellicottia;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Keratella;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Synchaeta;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Monostyla;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Trichocerca;0
Sva;1;3;9;14;6;21;Lake;Lake;Rotifers;Filinia;0
Sva;1;2;7;12;6;1;C;1;Copepods;Nauplii;1.1323923958007
Sva;1;2;7;12;6;1;C;1;Copepods;Copepodite;0
Sva;1;2;7;12;6;1;C;1;Cladocerans;Ceriodaphnia;204.304683247869
Sva;1;2;7;12;6;1;C;1;Cyclopoid copepods;Thermocyclops;102.870552781475
Sva;1;2;7;12;6;1;C;1;Cladocerans;Daphnia;0
Sva;1;2;7;12;6;1;C;1;Cyclopoid copepods;Mesocyclops;0
Sva;1;2;7;12;6;1;C;1;Cyclopoid copepods;Diacyclops;0
Sva;1;2;7;12;6;1;C;1;Calanoid copepods;Eudiaptomus;0
Sva;1;2;7;12;6;1;C;1;Cladocerans;Chydorus;0
Sva;1;2;7;12;6;1;C;1;Cladocerans;Diaphanosoma;0
Sva;1;2;7;12;6;1;C;1;Cladocerans;Small cladoceran;0
Sva;1;2;7;12;6;1;C;1;Cladocerans;Bosmina;0
Sva;1;2;7;12;6;1;C;1;Cyclopoid copepods;Cyclops;0
