Lake;Experiment;Sampling;Exp_day;Sampling_day;Sampling_month;Enclosure;Treatment;Replicate;Zooplankton_group;Taxa;Counts;Chamber;Volume_counted;Magnification;Mean_lenght;Abundance;Biomass;Clean_Biomass
Asa;2;0;1;14;8;7;C;2;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;7;C;2;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;7;C;2;Diptera;Chaoborus;2;10;20;40;2,213;2;4,379626143;4.37962614337799
Asa;2;0;1;14;8;7;C;2;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;7;C;2;Rotifers;Polyarthra;5;10;10;40;0,056;500;0,2458624;0.2458624
Asa;2;0;1;14;8;7;C;2;Rotifers;Kellicottia;1;10;10;40;0,111;100;0,04102893;0.04102893
Asa;2;0;1;14;8;7;C;2;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;7;C;2;Rotifers;Synchaeta;;10;10;40;;;;0
Asa;2;0;1;14;8;7;C;2;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;7;C;2;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;7;C;2;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;8;F;2;Copepods;Nauplii;44;10;20;40;0,152;44;24,91263271;24.9126327076153
Asa;2;0;1;14;8;8;F;2;Copepods;Copepodite;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cladocerans;Ceriodaphnia;4;10;20;40;0,516;4;56,74250697;56.7425069661805
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Thermocyclops;2;10;20;40;0,67;2;53,76303309;53.7630330906813
Asa;2;0;1;14;8;8;F;2;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Calanoid copepods;Eudiaptomus;2;10;20;40;0,643;2;54,31751539;54.3175153853208
Asa;2;0;1;14;8;8;F;2;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;8;F;2;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;8;F;2;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;8;F;2;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cyclopoid copepods;Microcyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;8;F;2;Diptera;Chaoborus;2;10;20;40;2,198;2;4,335821881;4.335821881193
Asa;2;0;1;14;8;8;F;2;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;8;F;2;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
Asa;2;0;1;14;8;8;F;2;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;8;F;2;Rotifers;Keratella;1;10;10;40;0,082;100;0,12130096;0.12130096
Asa;2;0;1;14;8;8;F;2;Rotifers;Synchaeta;2;10;10;40;0,097;200;0,1825346;0.1825346
Asa;2;0;1;14;8;8;F;2;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;8;F;2;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;8;F;2;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Copepods;Nauplii;24;10;20;40;0,152;24;13,58870875;13.5887087496083
Asa;2;0;1;14;8;9;FS;3;Copepods;Copepodite;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Ceriodaphnia;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Thermocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Calanoid copepods;Eudiaptomus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Bosmina;2;10;20;40;0,487;2;48,68736979;48.6873697853176
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Cyclopoid sp;1;10;20;40;0,559;1;17,40454117;17.4045411710127
Asa;2;0;1;14;8;9;FS;3;Cyclopoid copepods;Microcyclops;4;10;20;40;0,505;4;54,55487167;54.5548716710032
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;9;FS;3;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Rotifers;Polyarthra;2;10;10;40;0,056;200;0,09834496;0.09834496
Asa;2;0;1;14;8;9;FS;3;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Rotifers;Synchaeta;1;10;10;40;0,097;100;0,0912673;0.0912673
Asa;2;0;1;14;8;9;FS;3;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;9;FS;3;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;10;C;3;Copepods;Nauplii;40;10;20;40;0,152;40;22,64784792;22.6478479160139
Asa;2;0;1;14;8;10;C;3;Copepods;Copepodite;4;10;20;40;0,373;4;31,321049;31.3210490010076
Asa;2;0;1;14;8;10;C;3;Cladocerans;Ceriodaphnia;;10;20;40;;;;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Thermocyclops;8;10;20;40;0,678;8;221,2664112;221.266411226825
Asa;2;0;1;14;8;10;C;3;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Calanoid copepods;Eudiaptomus;4;10;20;40;0,655;4;112,8110805;112.811080507191
Asa;2;0;1;14;8;10;C;3;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;10;C;3;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;10;C;3;Cladocerans;Small cladoceran;2;10;20;40;0,206;2;5,960000123;5.96000012289642
Asa;2;0;1;14;8;10;C;3;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cyclopoid copepods;Microcyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;10;C;3;Diptera;Chaoborus;4;10;20;40;2,154;4;8,416308545;8.41630854485144
Asa;2;0;1;14;8;10;C;3;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;10;C;3;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
Asa;2;0;1;14;8;10;C;3;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;10;C;3;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;10;C;3;Rotifers;Synchaeta;4;10;10;40;0,097;400;0,3650692;0.3650692
Asa;2;0;1;14;8;10;C;3;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;10;C;3;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;10;C;3;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;11;F;3;Copepods;Nauplii;30;10;20;40;0,152;30;16,98588594;16.9858859370104
Asa;2;0;1;14;8;11;F;3;Copepods;Copepodite;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Ceriodaphnia;8;10;20;40;0,426;8;59,82966524;59.8296652398254
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Thermocyclops;2;10;20;40;0,72;2;63,90020138;63.9002013771809
Asa;2;0;1;14;8;11;F;3;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Mesocyclops;2;10;20;40;0,558;2;34,65982079;34.6598207883182
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Calanoid copepods;Eudiaptomus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cyclopoid copepods;Microcyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;11;F;3;Diptera;Chaoborus;2;10;20;40;2,006;2;3,787909744;3.78790974405184
Asa;2;0;1;14;8;11;F;3;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;11;F;3;Rotifers;Polyarthra;2;10;10;40;0,056;200;0,09834496;0.09834496
Asa;2;0;1;14;8;11;F;3;Rotifers;Kellicottia;1;10;10;40;0,111;100;0,04102893;0.04102893
Asa;2;0;1;14;8;11;F;3;Rotifers;Keratella;1;10;10;40;0,082;100;0,12130096;0.12130096
Asa;2;0;1;14;8;11;F;3;Rotifers;Synchaeta;;10;10;40;;;;0
Asa;2;0;1;14;8;11;F;3;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;11;F;3;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;11;F;3;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;12;S;3;Copepods;Nauplii;38;10;20;40;0,152;38;21,51545552;21.5154555202132
Asa;2;0;1;14;8;12;S;3;Copepods;Copepodite;4;10;20;40;0,373;4;31,321049;31.3210490010076
Asa;2;0;1;14;8;12;S;3;Cladocerans;Ceriodaphnia;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Thermocyclops;2;10;20;40;0,706;2;60,9586749;60.9586749026354
Asa;2;0;1;14;8;12;S;3;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Calanoid copepods;Eudiaptomus;2;10;20;40;0,48;2;29,91724758;29.917247584869
Asa;2;0;1;14;8;12;S;3;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cyclopoid copepods;Microcyclops;4;10;20;40;0,504;4;54,29596028;54.2959602839367
Asa;2;0;1;14;8;12;S;3;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;12;S;3;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;12;S;3;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
Asa;2;0;1;14;8;12;S;3;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;12;S;3;Rotifers;Keratella;1;10;10;40;0,082;100;0,12130096;0.12130096
Asa;2;0;1;14;8;12;S;3;Rotifers;Synchaeta;2;10;10;40;0,097;200;0,1825346;0.1825346
Asa;2;0;1;14;8;12;S;3;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;12;S;3;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;12;S;3;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Copepods;Nauplii;12;10;20;40;0,152;12;6,794354375;6.79435437480417
Asa;2;0;1;14;8;13;F;4;Copepods;Copepodite;4;10;20;40;0,373;4;31,321049;31.3210490010076
Asa;2;0;1;14;8;13;F;4;Cladocerans;Ceriodaphnia;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Thermocyclops;6;10;20;40;0,698;6;177,9420151;177.942015089033
Asa;2;0;1;14;8;13;F;4;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Calanoid copepods;Eudiaptomus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Bosmina;2;10;20;40;0,316;2;16,299578;16.2995780032118
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cyclopoid copepods;Microcyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;13;F;4;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Polyarthra;2;10;10;40;0,056;200;0,09834496;0.09834496
Asa;2;0;1;14;8;13;F;4;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Synchaeta;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;13;F;4;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;14;S;4;Copepods;Nauplii;18;10;20;40;0,152;18;10,19153156;10.1915315622063
Asa;2;0;1;14;8;14;S;4;Copepods;Copepodite;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Ceriodaphnia;8;10;20;40;0,441;8;67,16041958;67.1604195794103
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Thermocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Calanoid copepods;Eudiaptomus;2;10;20;40;0,605;2;47,97008363;47.9700836261439
Asa;2;0;1;14;8;14;S;4;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cyclopoid copepods;Microcyclops;2;10;20;40;0,539;2;31,89460822;31.8946082196805
Asa;2;0;1;14;8;14;S;4;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;14;S;4;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;14;S;4;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;14;S;4;Rotifers;Polyarthra;7;10;10;40;0,056;700;0,34420736;0.34420736
Asa;2;0;1;14;8;14;S;4;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;14;S;4;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;14;S;4;Rotifers;Synchaeta;1;10;10;40;0,097;100;0,0912673;0.0912673
Asa;2;0;1;14;8;14;S;4;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;14;S;4;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;14;S;4;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Copepods;Nauplii;14;10;20;40;0,152;14;7,926746771;7.92674677060487
Asa;2;0;1;14;8;15;FS;4;Copepods;Copepodite;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Ceriodaphnia;2;10;20;40;0,554;2;35,97088597;35.9708859723633
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Thermocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Calanoid copepods;Eudiaptomus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Small cladoceran;;10;20;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Bosmina;4;10;20;40;0,379;4;51,63631465;51.6363146450902
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cyclopoid copepods;Microcyclops;2;10;20;40;0,546;2;32,89777893;32.8977789306131
Asa;2;0;1;14;8;15;FS;4;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;15;FS;4;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Rotifers;Polyarthra;2;10;10;40;0,056;200;0,09834496;0.09834496
Asa;2;0;1;14;8;15;FS;4;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Rotifers;Synchaeta;1;10;10;40;0,097;100;0,0912673;0.0912673
Asa;2;0;1;14;8;15;FS;4;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;15;FS;4;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;16;C;4;Copepods;Nauplii;26;10;20;40;0,152;26;14,72110115;14.721101145409
Asa;2;0;1;14;8;16;C;4;Copepods;Copepodite;2;10;20;40;0,373;2;15,6605245;15.6605245005038
Asa;2;0;1;14;8;16;C;4;Cladocerans;Ceriodaphnia;;10;20;40;;;;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Thermocyclops;2;10;20;40;0,569;2;36,3223279;36.3223279021035
Asa;2;0;1;14;8;16;C;4;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Calanoid copepods;Eudiaptomus;2;10;20;40;0,5;2;32,51534154;32.5153415357962
Asa;2;0;1;14;8;16;C;4;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;16;C;4;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;16;C;4;Cladocerans;Small cladoceran;2;10;20;40;0,24;2;10,39294207;10.3929420660661
Asa;2;0;1;14;8;16;C;4;Cladocerans;Bosmina;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Cyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Cyclopoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cyclopoid copepods;Microcyclops;2;10;20;40;0,544;2;32,60930889;32.6093088921766
Asa;2;0;1;14;8;16;C;4;Calanoid copepods;Calanoid sp;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Cladocerans;Polyphemus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Calanoid copepods;Eurytemora;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;16;C;4;Diptera;Chaoborus;;10;20;40;;;;0
Asa;2;0;1;14;8;16;C;4;Cladocerans;Sida;;10;20;40;;;;0
Asa;2;0;1;14;8;16;C;4;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
Asa;2;0;1;14;8;16;C;4;Rotifers;Kellicottia;;10;10;40;;;;0
Asa;2;0;1;14;8;16;C;4;Rotifers;Keratella;;10;10;40;;;;0
Asa;2;0;1;14;8;16;C;4;Rotifers;Synchaeta;1;10;10;40;0,097;100;0,0912673;0.0912673
Asa;2;0;1;14;8;16;C;4;Rotifers;Monostyla;;10;10;40;;;;0
Asa;2;0;1;14;8;16;C;4;Rotifers;Trichocerca;;10;10;40;;;;0
Asa;2;0;1;14;8;16;C;4;Rotifers;Filinia;;10;10;40;;;;0
Asa;2;0;1;14;8;21;Lake;Lake;Copepods;Nauplii;42;10;20;40;0,152;42;23,78024031;23.7802403118146
Asa;2;0;1;14;8;21;Lake;Lake;Copepods;Copepodite;10;10;20;40;0,373;10;78,3026225;78.3026225025189
Asa;2;0;1;14;8;21;Lake;Lake;Cladocerans;Ceriodaphnia;6;10;20;40;0,529;6;92,48934841;92.4893484145072
Asa;2;0;1;14;8;21;Lake;Lake;Cyclopoid copepods;Thermocyclops;7;10;20;40;0,655;7;178,2179319;178.217931917225
Asa;2;0;1;14;8;21;Lake;Lake;Cladocerans;Daphnia;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;21;Lake;Lake;Cyclopoid copepods;Mesocyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;21;Lake;Lake;Cyclopoid copepods;Diacyclops;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;21;Lake;Lake;Calanoid copepods;Eudiaptomus;;10;20;40;;;#NUM!;0
Asa;2;0;1;14;8;21;Lake;Lake;Cladocerans;Chydorus;;10;20;40;;;;0
Asa;2;0;1;14;8;21;Lake;Lake;Cladocerans;Diaphanosoma;;10;20;40;;;;0
Asa;2;0;1;14;8;21;Lake;Lake;Cladocerans;Small cladoceran;;10;20;40;;;;0
